seed,alpha_init,gamma_init,ensemble_size,num_epochs,batch_size,lr,model_type,final_test_accuracy,avg_test_accuracy,final_losses,avg_losses
42,0.8,0.8,4,15,256,0.0002,batchensemble_complex,76.39,69.83933333333333,0.14951428687390017,0.6801231149812134
42,0.8,1,4,15,256,0.0002,batchensemble_complex,75.0,69.72133333333333,0.14653324928818917,0.6933290012282174
42,1,-1,4,15,256,0.0002,batchensemble_complex,70.69,64.652,0.1362570782895295,0.445846444771302
42,1,-0.8,4,15,256,0.0002,batchensemble_complex,68.89,66.324,0.08296636375123445,0.4257160440182351
42,1,-0.5,4,15,256,0.0002,batchensemble_complex,69.09,66.19133333333333,0.09756624053365417,0.4210103498537372
42,1,-0.2,4,15,256,0.0002,batchensemble_complex,71.04,65.55133333333333,0.09701104175147353,0.43511400837514574
42,1,0,4,15,256,0.0002,batchensemble_complex,69.27,65.77266666666667,0.12100566395235304,0.4246068223842046
42,1,0.2,4,15,256,0.0002,batchensemble_complex,76.29,70.98533333333333,0.1090808827239944,0.60509759782351
42,1,0.5,4,15,256,0.0002,batchensemble_complex,78.02,70.44733333333333,0.16161830202505298,0.6729791393921691
42,1,0.8,4,15,256,0.0002,batchensemble_complex,76.67,70.98666666666666,0.13364155246515055,0.6053877834775517
42,1,1,4,15,256,0.0002,batchensemble_complex,69.86,65.808,0.0978987118780461,0.4309043814364795
